photo_num|principal_lat|principal_long|camera_tilt|camera_azimuth|alt_km|lens_mm|sun_elevation|activity_name|description
22282||11.0 W||||60||REV 52|ERATOSTHENES, WOLFF B
22283|20.5 N|09.1 W|38|214|112|60|12|REV 52|WALLACE
22284|00.0|15.0 W||||60||REV 52|ERATOSTHENES, COPERNICUS
22285|09.5 N|13.6 W|68|188|112|60|9|REV 52|ERATOSTHENES, COPERNICUS
22286||17.0 W||||60||REV 52|COPERNICUS, STADIUS RILLE
22287||20.0 W||||60||REV 52|COPERNICUS, STADIUS RILLE
22288|18.8 N|16.0 W|45|193|112|60|6|REV 52|COPERNICUS, STADIUS RILL E
22289||||||60|37|EVA 3|STA 6, LRV, FLOOR
22290||||||60|37|EVA 3|STA 6, LRV, FLOOR
22291||||||60|37|EVA 3|STA 6, SPL 6001, CORE TUBE
22292||||||60|37|EVA 3|STA 6, SPL 6001, CORE TUBE
22293||||||60|37|EVA 3|STA 6, SPL 6001, LRV, LMP
22294||||||60|37|EVA 3|STA 6, SPL 6001, LRV, LMP
22295||||||60|37|EVA 3|STA 6, SPL 6001, CORE HOLE
22296||||||60|37|EVA 3|STA 6, LRV, LMP
22297||||||60|37|EVA 3|STA 6, LRV, LMP
22298||||||60|37|EVA 3|STA 7, SPL 7115, 7135, BOULDER
22299||||||60|37|EVA 3|STA 7, SPL 7115, 7135, BOULDER
22300||||||60|37|EVA 3|STA 7, SPL 7075, 7095, 7115, 7135
22301||||||60|37|EVA 3|STA 7, BOULDER
22302||||||60|37|EVA 3|STA 7, BOULDER
22303||||||60|37|EVA 3|STA 7, BOULDER
22304||||||60|37|EVA 3|STA 7, BOULDER
22305||||||60|37|EVA 3|STA 7, SPL 7075, 7095, BOULDER
22306||||||60|37|EVA 3|STA 7, SPL 7075, 7095, BOULDER
22307||||||60|37|EVA 3|STA 7, SPL 7075, 7095, BOULDER
22308||||||60|37|EVA 3|STA 7, SPL 7075, 7095, BOULDER
22309||||||60|37|EVA 3|STA 7, SPL 7075, 7095, BOULDER
22310||||||60|37|EVA 3|STA 7, SPL 7075, 7095, BOULDER
22311||||||60|37|EVA 3|STA 7, SPL 7075, 7095, BOULDER
22312||||||60|37|EVA 3|STA 7, SPL 7075, 7095, BOULDER
22313||||||60|37|EVA 3|STA 7, SPL 7075, 7095, BOULDER
22314||||||60|37|EVA 3|STA 7, SPL 7075, 7095, BOULDER
22315||||||60|37|EVA 3|STA 7, SPL 7075, 7095, BOULDER
22316||||||60|37|EVA 3|STA 7, BOULDER CLOSEUP, TONGS
22317||||||60|37|EVA 3|STA 7, BOULDER CLOSEUP, TONGS
22318||||||60|37|EVA 3|STA 7, BOULDER CLOSEUP, TONGS
22319||||||60|37|EVA 3|STA 7, BOULDER CLOSEUP, TONGS
22320||||||60|37|EVA 3|STA 7, BOULDER CLOSEUP, TONGS
22321||||||60|37|EVA 3|STA 7, BOULDER CLOSEUP, TONGS
22322||||||60|37|EVA 3|STA 7, BOULDER CLOSEUP, TONGS
22323||||||60|37|EVA 3|STA 7, BOULDER CLOSEUP, TONGS
22324||||||60|37|EVA 3|STA 7, BOULDER CLOSEUP, TONGS
22325||||||60|37|EVA 3|STA7,BOULDER CLOSEUP
22326||||||60|37|EVA 3|STA 7, BOULDER CLOSEUP, TONGS
22327||||||60|37|EVA 3|STA 7, SPL 7075, 7095, BOULDER CLOSEUP
22328||||||60|37|EVA 3|STA 7, SPL 7075, 7095, BOULDER CLOSEUP
22329||||||60|37|EVA 3|STA 7, SPL 7075, 7095, BOULDER CLOSE UP
22330||||||60|37|EVA 3|STA 7, SPL 7075, 7095, BOULDER CLOSEUP
22331||||||60|37|EVA 3|STA 7, SPL 7135, LMP, HAMMER
22332||||||60|37|EVA 3|STA 7, SPL 7135
22333||||||60|37|EVA 3|STA 7, SPL 7135, LMP, HAMMER
22334||||||60|37|EVA 3|STA 7, SPL 7135
22335||||||60|37|EVA 3|STA 7, SPL 7135
22336||||||60|37|EVA 3|STA 7, SPL 7115, 7135
22337||||||60|37|EVA 3|STA 7, SPL 7115, 7135, LMP, HAMMER
22338||||||60|37|EVA 3|STA 7, SPL 7115, 7135
22339||||||60|37|EVA 3|STA 7, PAN
22340||||||60|37|EVA 3|STA 7, PAN
22341||||||60|37|EVA 3|STA 7, PAN
22342||||||60|37|EVA 3|STA 7, PAN
22343||||||60|37|EVA 3|STA 7, PAN
22344||||||60|37|EVA 3|STA 7, PAN, LRV, LMP
22345||||||60|37|EVA 3|STA 7, PAN, LRV, LMP
22346||||||60|37|EVA 3|STA 7, PAN, LRV, LMP
22347||||||60|37|EVA 3|STA 7, PAN, LRV, LMP
22348||||||60|37|EVA 3|STA 7, PAN
22349||||||60|37|EVA 3|STA 7, PAN
22350||||||60|37|EVA 3|STA 7, PAN
22351||||||60|37|EVA 3|STA 7, PAN
22352||||||60|37|EVA 3|STA 7, PAN
22353||||||60|37|EVA 3|STA 7, PAN
22354||||||60|37|EVA 3|STA 7, PAN
22355||||||60|37|EVA 3|STA 7, PAN
22356||||||60|37|EVA 3|STA 7, PAN
22357||||||60|37|EVA 3|STA 7, PAN
22358||||||60|37|EVA 3|STA 7, PAN
22359||||||60|37|EVA 3|STA 7, PAN
22360||||||60|37|EVA 3|STA 7, PAN
22361||||||60|37|EVA 3|STA 7, PAN
22362||||||60|37|EVA 3|STA 7, PAN
22363||||||60|37|EVA 3|STA 7, PAN
22364||||||60|37|EVA 3|LRV TRAVERSE, STA 7 TO STA 8
22365||||||60|37|EVA 3|STA 8, SPL 8135
22366||||||60|37|EVA 3|STA 8, SPL 8135
22367||||||60|37|EVA 3|STA 8, SPL 8135, LRV
22368||||||60|37|EVA 3|STA 8, SPL 8135
22369||||||60|37|EVA 3|STA 8, SPL 8235-38
22370||||||60|37|EVA 3|STA 8, SPL 8235-38
22371||||||60|37|EVA 3|STA 8, SPL 8235-38, SCOOP
22372||||||60|37|EVA 3|STA 8, SPL 8255-56
22373||||||60|37|EVA 3|STA 8, SPL 8255-56
22374||||||60|37|EVA 3|STA 8, SPL 8255-56
22375||||||60|37|EVA 3|STA 8, PAN
22376||||||60|37|EVA 3|STA 8, PAN
22377||||||60|37|EVA 3|STA 8, PAN
22378||||||60|37|EVA 3|STA 8, PAN
22379||||||60|37|EVA 3|STA 8, PAN
22380||||||60|37|EVA 3|STA 8, PAN
22381||||||60|37|EVA 3|STA 8, PAN
22382||||||60|37|EVA 3|STA 8, PAN
22383||||||60|37|EVA 3|STA 8, PAN
22384||||||60|37|EVA 3|STA 8, PAN
22385||||||60|37|EVA 3|STA 8, PAN
22386||||||60|37|EVA 3|STA 8, PAN, LRV, LMP
22387||||||60|37|EVA 3|STA 8, PAN, LRV, LMP
22388||||||60|37|EVA 3|STA 8, PAN, LRV, LMP
22389||||||60|37|EVA 3|STA 8, PAN, LRV, LMP
22390||||||60|37|EVA 3|STA 8, PAN
22391||||||60|37|EVA 3|STA 8, PAN
22392||||||60|37|EVA 3|STA 8, PAN
22393||||||60|37|EVA 3|STA 8, PAN
22394||||||60|37|EVA 3|STA 8, PAN
22395||||||60|37|EVA 3|STA 8, PAN
22396||||||60|37|EVA 3|STA 8, PAN
22397||||||60|37|EVA 3|STA 8, PAN
22398||||||60|37|EVA 3|STA 8, SPL 8255-56
22399||||||60|37|EVA 3|STA 8, SPL 8155, 8500, 8535, RAKE
22400||||||60|37|EVA 3|STA 8, SPL 8155, 8500, 8535
22401||||||60|37|EVA 3|STA 8, SPL 8155. 8500, 8535
22402||||||60|37|EVA 3|STA 8, SPL 8155, 8500, 8535, LRV
22403||||||60|37|EVA 3|STA 8, SPL 8155, 8500, 8535
22404||||||60|38|EVA 3|LRV TRAVERSE, STA 8 TO STA 9
22405||||||60|38|EVA 3|LRV TRAVERSE, STA 8 TO STA 9
22406||||||60|38|EVA 3|LRV TRAVERSE, STA 8 TO STA 9
22407||||||60|38|EVA 3|LRV TRAVERSE, STA 8 TO STA 9
22408||||||60|38|EVA 3|LRV TRAVERSE, STA 8 TO STA 9
22409||||||60|38|EVA 3|LRV TRAVERSE, STA 8 TO STA 9
22410||||||60|38|EVA 3|LRV TRAVERSE, STA 8 TO STA 9
22411||||||60|38|EVA 3|LRV TRAVERSE, STA 8 TO STA 9
22412||||||60|38|EVA 3|LRV TRAVERSE, STA 8 TO STA 9
22413||||||60|38|EVA 3|STA 9, SPL 9115, 9120, 9135, 9510
22414||||||60|38|EVA 3|STA 9, SPL 9115, 9120, 9135, 9510
22415||||||60|38|EVA 3|STA 9, SPL 9115, 9120, 9135, 9510
22416||||||60|38|EVA 3|STA 9, SPL 9115, 9120, 9135, 9510
22417||||||60|38|EVA 3|STA 9, SPL 9115, 9120, 9135, 9510
22418||||||60|38|EVA 3|STA 9, SPL 9115, 9120, 9135, 9510
22419||||||60|38|EVA 3|STA 9, SPL 9175, 9195
22420||||||60|38|EVA 3|STA 9, SPL 9175, 9195
22421||||||60|38|EVA 3|STA 9, SPL 9175, 9195
22422||||||60|38|EVA 3|STA 9, SPL 9175, 9195
22423||||||60|38|EVA 3|STA 9, PARTIAL PAN
22424||||||60|38|EVA 3|STA 9, PARTIAL PAN
22425||||||60|38|EVA 3|STA 9, PARTIAL PAN
22426||||||60|38|EVA 3|STA 9, PARTIAL PAN
22427||||||60|38|EVA 3|STA 9, PARTIAL PAN
22428||||||60|38|EVA 3|STA 9, PARTIAL PAN
22429||||||60|38|EVA 3|STA 9, PARTIAL PAN
22430||||||60|38|EVA 3|STA 9, PARTIAL PAN
22431||||||60|38|EVA 3|STA 9, PARTIAL PAN
22432||||||60|38|EVA 3|STA 9, PARTIAL PAN
22433||||||60|38|EVA 3|STA 9, PARTIAL PAN
22434||||||60|38|EVA 3|STA 9, PARTIAL PAN
22435||||||60|38|EVA 3|STA 9, PARTIAL PAN
22436||||||60|38|EVA 3|STA 9, PARTIAL PAN
22437||||||60|38|EVA 3|STA 9, PARTIAL PAN
22438||||||60|38|EVA 3|STA 9, PARTIAL PAN
22439||||||60|38|EVA 3|STA 9, PARTIAL PAN
22440||||||60|38|EVA 3|STA 9, PARTIAL PAN
22441||||||60|38|EVA 3|STA 9, PARTIAL PAN
22442||||||60|38|EVA 3|STA 9, PARTIAL PAN
22443||||||60|38|EVA 3|STA 9, PARTIAL PAN
22444||||||60|38|EVA 3|STA 9, PARTIAL PAN
22445||||||60|38|EVA 3|STA 9, PARTIAL PAN
22446||||||60|38|EVA 3|STA 9, PARTIAL PAN, LRV
22447||||||60|38|EVA 3|STA 9, PARTIAL PAN, LRV
22448||||||60|38|EVA 3|STA 9, PARTIAL PAN, LRV
22449|||||60|38|EVA 3|STA 9, PARTIAL PAN, LRV|
22450|||||60|38|EVA 3|STA 9, PARTIAL PAN|
22451||||||60||REV 12|CSM VIEWED FROM LM
22452||||||60||REV 12|CSM VIEWED FROM LM
22453|00.7 S|124.2 E|04|359|80|60|73|REV 12|CSM VIEWED FROM LM, BECVAR, NW WALL
22454|00.1 S|122.6 E|02|358|80|60|75|REV 12|CSM VIEWED FROM LM, BECVAR, W OF
22455|00.7 N|121.6 E|12|007|78|60|76|REV 12|CSM VIEWED FROM LM, BECVAR, W OF
22456|01.2 N|120.3 E|12|005|76|60|77|REV 12|CSM VIEWED FROM LM, BECVAR, W OF
22457|02.5 N|117.1 E|21|335|74|60|80|REV 12|CSM VIEWED FROM LM, ABUL WAFA, N WALL
22458|02.6 N|115.6 E|08|333|74|60|81|REV 12|CSM VIEWED FROM LM, ABUL WAFA, NW WALL
22459|02.9 N|114.1 E|07|301|72|60|82|REV 12|CSM VIEWED FROM LM, FIRSOV, SE OF
22460|03.7 N|112.1 E|08|311|70|60|84|REV 12|CSM VIEWED FROM LM, FIRSOV, S WALL
22461|04.2 N|110.3 E|06|276|69|60|84|REV 12|CSM VIEWED FROM LM, FIRSOV, W OF
22462|04.7 N|108.4 E|12|276|67|60|84|REV 12|CSM VIEWED FROM LM, FIRSOV, W OF
22463|19.4 N|050.5 E|67|282|31|60|31|REV 12|CSM VIEWED FROM LM, PEIRCE C
22464|20.3 N|030.3 E|60|275|26|60|12|REV 12|CSM, APOLLO 17 LANDING SITE
22465|20.4 N|030.2 E|69|277|26|60|12|REV 12|CSM, APOLLO 17 LANDING SITE
22466|20.4 N|029.9 E|68|277|26|60|12|REV 12|CSM, APOLLO 17 LANDING SITE
22467|20.3 N|020.1 E|68|275|26|60|12|REV 12|CSM, APOLLO 17 LANDING SITE
22468||||||60||REV 12|CSM VIEWED FROM LM
22469||||||60|13|PRE EVA 1|LM WINDOW PAN
22470||||||60|13|PRE EVA 1|LM WINDOW PAN
22471||||||60|13|PRE EVA 1|LM WINDOW PAN
22472||||||60|13|PRE EVA 1|LM WINDOW PAN
22473||||||60|13|PRE EVA 1|LM WINDOW PAN
22474||||||60|13|PRE EVA 1|LM WINDOW PAN
22475||||||60|13|PRE EVA 1|LM WINDOW PAN
22476||||||60|13|PRE EVA 1|LM WINDOW PAN
22477||||||60|13|PRE EVA 1|LM WINDOW PAN
22478||||||60|13|PRE EVA 1|LM WINDOW PAN
22479||||||60|13|PRE EVA 1|LM WINDOW PAN
22480||||||60|13|PRE EVA 1|LM WINDOW PAN
22481||||||60|13|PRE EVA 1|LM WINDOW PAN
22482||||||60|13|PRE EVA 1|LM WINDOW PAN
22483||||||60|13|PRE EVA 1|LM WINDOW PAN
22484||||||60|13|PRE EVA 1|LM WINDOW PAN
22485||||||60|13|PRE EVA 1|LM WINDOW PAN
22486||||||60|13|PRE EVA 1|LM WINDOW PAN
22487||||||60|13|PRE EVA 1|LM WINDOW PAN
22488||||||60|13|PRE EVA 1|LM WINDOW PAN
22489||||||60|13|PRE EVA 1|LM WINDOW PAN
22490||||||60|13|PRE EVA 1|LM WINDOW PAN
22491||||||60|13|PRE EVA 1|LM WINDOW PAN
22492||||||60|15|EVA 1|STA LM, PAN
22493||||||60|15|EVA 1|STA LM, PAN
22494||||||60|15|EVA 1|STA LM, PAN
22495||||||60|15|EVA 1|STA LM, PAN
22496||||||60|15|EVA 1|STA LM, PAN
22497||||||60|15|EVA 1|STA LM, PAN
22498||||||60|15|EVA 1|STA LM, PAN
22499||||||60|15|EVA 1|STA LM, PAN
22500||||||60|15|EVA 1|STA LM, PAN
22501||||||60|15|EVA 1|STA LM, PAN
22502||||||60|15|EVA 1|STA LM, PAN
22503||||||60|15|EVA 1|STA LM, PAN
22504||||||60|15|EVA 1|STA LM, PAN
22505||||||60|15|EVA 1|STA LM, PAN
22506||||||60|15|EVA 1|STA LM, PAN
22507||||||60|15|EVA 1|STA LM, PAN
22508||||||60|15|EVA 1|STA LM, PAN
22509||||||60|15|EVA 1|STA LM, PAN
22510||||||60|15|EVA 1|STA LM, PAN
22511||||||60|15|EVA 1|STA LM, PAN
22512||||||60|15|EVA 1|STA LM, PAN
22513||||||60|15|EVA 1|STA LM, PAN
22514||||||60|15|EVA 1|STA LM, PAN, LM QUAD 3
22515||||||60|15|EVA 1|STA LM, PAN, LM QUAD 3
22516||||||60|15|EVA 1|STA LM, PAN, LM QUAD 3
22517||||||60|15|EVA 1|STA LM, PAN, LM QUAD 3, 4
22518||||||60|15|EVA 1|STA LM, PAN, LM SHADOW
22519||||||60|15|EVA 1|STA LM, PAN, LM QUAD 4
22520||||||60|15|EVA 1|STA LM, PAN, LM SHADOW
22521||||||60|15|EVA 1|STA LM, PAN
22522||||||60|15|EVA 1|STA LM, CDR DRIVING LRV, LM QUAD 3
22523||||||60|15|EVA 1|STA LM, CDR DRIVING LRV, LM QUAD 3
22524||||||60|15|EVA 1|STA LM, CDR DRIVING LRV, LM QUAD 3
22525||||||60|15|EVA 1|STA LM, CDR DRIVING LRV, LM QUAD 3
22526||||||60|15|EVA 1|STA LM, CDR DRIVING LRV, LM QUAD 3
22527||||||60|15|EVA 1|STA LM, CDR DRIVING LRV, LM QUAD 3, 4
22528||||||60|16|EVA 1|STA ALSEP, GEOPHONE, CENTRAL STATION
22529||||||60|16|EVA 1|STA ALSEP, NORTH MASSIF
22530||||||60|16|EVA 1|STA ALSEP, SCULPTURED HILLS
22531||||||60|16|EVA 1|STA ALSEP, CENTRAL STATION
22532||||||60|16|EVA 1|STA ALSEP, FAMILY MOUNTAIN
22533||||||60|16|EVA 1|STA ALSEP, GEOPHONE ROCK
22534||||||60|16|EVA 1|STA ALSEP, GEOPHONE ROCK
22535||||||60|16|EVA 1|STA ALSEP, GEOPHONE ROCK
22536||||||60|16|EVA 1|STA ALSEP, GEOPHONE ROCK
22537||||||60|16|EVA 1|STA ALSEP, GEOPHONE
22538||||||60|16|EVA 1|STA ALSEP, PAN
22539||||||60|16|EVA 1|STA ALSEP, PAN
22540||||||60|16|EVA 1|STA ALSEP, PAN
22541||||||60|16|EVA 1|STA ALSEP, PAN
22542||||||60|16|EVA 1|STA ALSEP, PAN
22543||||||60|16|EVA 1|STA ALSEP, PAN, GEOPHONE ROCK
22544||||||60|16|EVA 1|STA ALSEP, PAN
22545||||||60|16|EVA 1|STA ALSEP, PAN
22546||||||60|16|EVA 1|STA ALSEP, PAN
22547||||||60|16|EVA 1|STA ALSEP, PAN, GEOPHONE
22548||||||60|16|EVA 1|STA ALSEP, PAN, CENTRAL STATION
22549||||||60|16|EVA 1|STA ALSEP, CENTRAL STATION
22550||||||60|16|EVA 1|STA ALSEP, CENTRAL STATION
22551||||||60|16|EVA 1|STA ALSEP, PAN
22552||||||60|16|EVA 1|STA ALSEP, PAN
22553||||||60|16|EVA 1|STA ALSEP, PAN
22554||||||60|16|EVA 1|STA ALSEP, PAN
22555||||||60|16|EVA 1|STA ALSEP, PAN
22556||||||60|16|EVA 1|STA ALSEP, PAN
22557||||||60|16|EVA 1|STA ALSEP, PAN
22558||||||60|16|EVA 1|STA ALSEP, PAN
22559||||||60|16|EVA 1|STA ALSEP, PAN
22560||||||60|16|EVA 1|STA ALSEP, PAN
22561||||||60|16|EVA 1|STA ALSEP, PAN
22562||||||60|16|EVA 1|STA ALSEP, PAN
22563||||||60|16|EVA 1|STA ALSEP, PAN
22564||||||60|16|EVA 1|STA ALSEP, GEOPHONE
22565||||||60|16|EVA 1|STA ALSEP
22566||||||60|16|EVA 1|STA ALSEP
22567||||||60|16|EVA 1|STA ALSEP
22568||||||60|16|EVA 1|STA ALSEP
22569||||||60|16|EVA 1|STA ALSEP
22570||||||60|16|EVA 1|STA ALSEP
22571||||||60|16|EVA 1|STA ALSEP
22572||||||60|16|EVA 1|STA ALSEP
22573||||||60|16|EVA 1|STA ALSEP
22574||||||60|16|EVA 1|STA ALSEP
22575||||||60|16|EVA 1|STA ALSEP, LRV
22576||||||60|16|EVA 1|STA ALSEP, LRV
22577||||||60|16|EVA 1|STA ALSEP, LRV
22578||||||60|16|EVA 1|STA ALSEP
22579||||||60|16|EVA 1|STA ALSEP
22580||||||60|16|EVA 1|STA ALSEP
22581||||||60|16|EVA 1|STA ALSEP
22582||||||60|16|EVA 1|STA ALSEP, RADIOTHERMAL GENERATOR
22583||||||60|16|EVA 1|STA ALSEP, RADIOTHERMAL GENERATOR
22584||||||60|16|EVA 1|STA ALSEP, RADIOTHERMAL GENERATOR
22585||||||60|16|EVA 1|STA ALSEP, CENTRAL STATION
22586||||||60|16|EVA 1|STA ALSEP, CENTRAL STATION
22587||||||60|16|EVA 1|STA ALSEP, CENTRAL STATION
22588||||||60|16|EVA 1|STA ALSEP, PAN
22589||||||60|16|EVA 1|STA ALSEP, PAN
22590||||||60|16|EVA 1|STA ALSEP, PAN
22591||||||60|16|EVA 1|STA ALSEP, PAN
22592||||||60|16|EVA 1|STA ALSEP, PAN
22593||||||60|16|EVA 1|STA ALSEP, PAN
22594||||||60|16|EVA 1|STA ALSEP, PAN
22595||||||60|16|EVA 1|STA ALSEP, PAN
22596||||||60|16|EVA 1|STA ALSEP, PAN
22597||||||60|16|EVA 1|STA ALSEP, PAN, DRILL
22598||||||60|16|EVA 1|STA ALSEP, PAN, DRILL, CDR
22599||||||60|16|EVA 1|STA ALSEP, PAN, DRILL, CDR
22600||||||60|16|EVA 1|STA ALSEP, PAN, LRV
22601||||||60|16|EVA 1|STA ALSEP, PAN
22602||||||60|16|EVA 1|STA ALSEP, PAN, LRV
22603||||||60|16|EVA 1|STA ALSEP, PAN, LRV
22604||||||60|16|EVA 1|STA ALSEP, PAN
22605||||||60|16|EVA 1|STA ALSEP, CENTRAL STATION
22606||||||60|16|EVA 1|STA ALSEP, CENTRAL STATION
22607||||||80||EO|AUSTRALIA, GULF OF CARPENTARIA
22608||||||80||EO|AUSTRALIA, GULF OF CARPENTARIA
22609||||||80||EO|AUSTRALIA, PRINCESS CHARLOTTE BAY
22610||||||80||EO|EARTH (CLOUDS)
22611||||||80||EO|EARTH (CLOUDS)
22612||||||80||EO|EARTH (CLOUDS)
22613||||||80||EO|EARTH (SUNRISE)
22614||||||80||EO|EARTH (CLOUDS)
22615||||||80||EO|EARTH (CLOUDS)
22616||||||80||EO|EARTH (CLOUDS)
22617||||||80||EO|EARTH (CLOUDS, WATER)
22618||||||80||EO|EARTH (CLOUDS, WATER)
22619||||||80||EO|EARTH (CLOUDS, WATER)
22620||||||80||EO|EARTH (CLOUDS, WATER)
22621||||||80||EO|EARTH (CLOUDS, WATER)
22622||||||80||EO|SOUTH WEST AFRICA, ANGOLA
22623||||||80||EO|ANGOLA, COAST
22624||||||80||EO|ANGOLA, COAST
22625||||||80||EO|ANGOLA, SOUTH WEST AFRICA
22626||||||80||EO|SOUTH WEST AFRICA, HOABUSIB RIVER
22627||||||80||EO|SOUTH WEST AFRICA, ETOSHA PANS
22628||||||80||EO|SOUTH WEST AFRICA, ANGOLA, CUNENE RIVER
22629||||||80||EO|SOUTH WEST AFRICA, GROOTFONTEIN
22630||||||80||EO|SOUTH WEST AFRICA, CUBANGO RIVER
22631||||||80||EO|SOUTH WEST AFRICA, GROOTFONTEIN
22632||||||80||EO|BOTSWANA
22633||||||80||EO|BOTSWANA
22634||||||80||EO|BOTSWANA
22635||||||80||EO|BOTSWANA
22636||||||80||EO|BOTSWANA, S OF MAKARIKARI PANS
22637||||||80||EO|BOTSWANA, S OF MAKARIKARI PANS
22638||||||80||EO|BOTSWANA, MAKARIKARI PANS
22639||||||80||EO|BOTSWANA, SOUTH AFRICA, LIMPOPO RIVER
22640||||||80||EO|SOUTH AFRICA, MOZAMBIQUE, INDIAN OCEAN
22641||||||80||EO|LIMPOPO RIVER, SHASHI RIVER CONFLUENCE
22642||||||80||EO|MOZAMBIQUE, BAY OF LAURENCO MARQUES
22643||||||80||EO|MOZAMBIQUE COAST
22544||||||80||EO|MOZAMBIQUE COAST
22645||||||80||EO|MOZAMBIQUE COAST, INHAMBANG
22546||||||80||EO|MADAGASCAR, S COAST
22647||||||80||EO|MADAGASCAR, SW COAST
22648||||||80||EO|MADAGASCAR, S COAST
22649||||||80||EO|MADAGASCAR, S COAST
22650||||||80||EO|MADAGASCAR, E COAST
22651||||||80||EO|EARTH (CLOUD, WATER)
22652||||||80||EO|EARTH (CLOUD, WATER)
22653||||||80||EO|EARTH (CLOUD, WATER)
22654||||||80||EO|EARTH (CLOUD, WATER)
22655||||||80||EO|EARTH (CLOUD, WATER)
22656||||||80||EO|EARTH (CLOUD, WATER)
22657||||||80||EO|EARTH (CLOUD, WATER)
22658||||||80||EO|EARTH (CLOUD, WATER)
22659||||||80||EO|EARTH (CLOUD, WATER)
22660||||||80||EO|EARTH (CLOUD, WATER)
22661||||||80||EO|EARTH (CLOUD, WATER)
22662||||||80||EO|EARTH (CLOUD, WATER)
22663||||||80||EO|EARTH (CLOUD, WATER)
22664||||||80||EO|EARTH (CLOUD, WATER)
22665||||||80||EO|EARTH (CLOUD, WATER)
22666|||||||||DARK
22667||||||80||EO|EARTH (SUNRISE)
22668||||||80||EO|EARTH (SUNRISE)
22669||||||80||EO|AFRICA, W COAST
22570||||||80||EO|AFRICA, W COAST
22671||||||80||EO|AFRICA, W COAST
22672||||||80||TLC|DEBRIS
22673||||||80||TLC|DEBRIS
22674||||||80||TLC|DEBRIS
22675||||||80||TLC|DEBRIS
22676||||||80||TLC|DEBRIS
22677||||||80||TLC|DEBRIS
22678||||||80||TLC|DEBRIS
22679||||||80||TLC|SOUTH WEST AFRICA, SOUTH ATLANTIC OCEAN
22680||||||80||TLC|LM ADAPTER PANELS, AFRICA
22681||||||80||TLC|LM ADAPTER PANELS, AFRICA
22682||||||80||TLC|LM ADAPTER PANELS, AFRICA
22683||||||80||TLC|LM ADAPTER PANELS, DEBRIS
22684||||||80||TLC|LM ADAPTER PANELS, DEBRIS
22685||||||80||TLC|AFRICA, MADAGASCAR
22686||||||80||TLC|AFRICA, RED SEA, GULF OF ADEN
22687||||||80||TLC|TRANSPOSITION, DOCKING, SIVB, LM, DEBRIS
22688||||||80||TLC|TRANSPOSITION, DOCKING, SIVB, LM, DEBRIS
22689||||||80||TLC|TRANSPOSITION, DOCKING, SIVB, LM, DEBRIS
22690||||||80||TLC|TRANSPOSITION, DOCKING, SIVB, LM, DEBRIS
22691||||||80||TLC|TRANSPOSITION, DOCKING, SIVB, LM, DEBRIS
22692||||||80||TLC|TRANSPOSITION, DOCKING, SIVB, LM, DEBRIS
22693||||||80||TLC|TRANSPOSITION, DOCKING, SIV8, LM, DEBRIS
22694||||||80||TLC|TRANSPOSITION, DOCKING, SIVB, LM, DEBRIS
22695||||||80||TLC|TRANSPOSITION, DOCKING, SIVB, LM, DEBRIS
22696||||||80||TLC|TRANSPOSITION, DOCKING, SIVB, LM, DEBRIS
22697||||||80||TLC|TRANSPOSITION, DOCKING, SIVB, LM, DEBRIS
22698||||||80||TLC|TRANSPOSITION, DOCKING, SIVB, LM, DEBRIS
22699||||||80||TLC|AFRICA, ARABIA, RED SEA
22700||||||80||TLC|AFRICA, ARABIA, RED SEA, GULF OF ADEN
22701||||||80||TLC|AFRICA, ARABIA, MADAGASCAR
22702||||||80||TLC|AFRICA, ARABIA, MADAGASCAR
22703||||||80||TLC|SIVB, LM
22704||||||80||TLC|SIVB, LM THRUSTERS, ANTENNA
22705||||||80||TLC|SIVB, LM THRUSTERS, ANTENNA
22706||||||80||TLC|SIVB, LM THRUSTERS, ANTENNA
22707||||||80||TLC|SIVB, LM THRUSTERS, ANTENNA
22708||||||80||TLC|SIVB, LM THRUSTERS, ANTENNA
22709||||||80||TLC|SIVB, LM THRUSTERS, ANTENNA
22710||||||80||TLC|SIVB, LM THRUSTERS, ANTENNA
22711||||||80||TLC|SIVB, LM THRUSTERS, ANTENNA
22712||||||250||TLC|SIVB
22713||||||250||TLC|SIVB
22714||||||250||TLC|SIVB
22715||||||250||TLC|SIVB
22716||||||250||TLC|SIVB
22717||||||250||TLC|AFRICA, MADAGASCAR
22718||||||250||TLC|AFRICA, ARABIA, INDIA
22719||||||250||TLC|AFRICA
22720||||||250||TLC|AFRICA, SOUTHERN
22721||||||250||TLC|AFRICA, ANTARCTICA
22722||||||250||TLC|AFRICA, ARABIA, RED SEA
22723|||||||||BLANK
22724||||||80||TLC|SIVB
22725||||||80||TLC|AFRICA, ARABIA, ANTARCTICA
22726||||||80||TLC|AFRICA, ARABIA, ANTARCTICA
22727||||||80||TLC|AFRICA, ARABIA, ANTARCTICA
22728||||||80||TLC|AFRICA, ARABIA, ANTARCTICA
22729||||||80||TLC|AFRICA, ARABIA, ANTARCTICA
22730||||||80||TLC|AFRICA, ARABIA, ANTARCTICA
22731||||||80||TLC|AFRICA, ARABIA, ANTARCTICA
22732||||||80||TLC|AFRICA, ARABIA, ANTARCTICA
22733||||||80||TLC|AFRICA, ARABIA, ANTARCTICA
22734||||||80||TLC|AFRICA, SOUTH AMERICA, ANTARCTICA
22735||||||80||TLC|AFRICA, SOUTH AMERICA, ANTARCTICA
