Bibcode|Year|Title|Authors|Publication|Volume|Issue|Page|Abstract|DOI|Samples
|1975|Mineralogy, petrology, and chemistry of mare basalts from Apollo 17 rake samples|Warner, R. D., Keil, K., Prinz, M., Laul, J. C., Murali, A. V., and Schmitt, R. A.|Proceedings of the 6th Lunar Science Conference|||193-220 |||71546; 71557; 71558; 71559; 71565; 71566; 71567; 71569; 71577; 71578; 71585; 71587; 71588; 71596; 73219; 77516; 77535; 77536; 78569; 78575; 78576; 78578; 78586; 78587; 78597; 78598; 78599|
|1975|Mineralogy and petrology of mare basalts from Apollo 17 rake samples (abs)|Warner, R. D., Prinz, M., and Keil, K.|Proceedings of the 6th Lunar Science Conference|||850-852 |||71546; 71557; 71558; 71559; 71565; 71566; 71567; 71569; 71577; 71578; 71585; 71587; 71588; 71596; 73219; 77516; 77535; 77536; 78569; 78575; 78576; 78578; 78586; 78587; 78597; 78598; 78599|
|1975|Total sulfur contents of Apollo 15, 16, and 17 samples (abs)|Cripe, J. D. and Moore, C. B.|Proceedings of the 6th Lunar Science Conference|||167-169 |||72135; 72395; 78235; 78505|
|1975|Integrated investigation of the mixed origin of lunar sample 72161|Basu, A., Des Marais, D. J., Hayes, J. M., and Meinshein, W. G.|Nature Geoscience|14.0||129-138 |||72161|
|1975|Spectral reflectance of highland rock types at Apollo 17: Evidence from Boulder 1, Station 2|Adams, J. B. and Charette, M. P.|Nature Geoscience|14||483-489||http://dx.doi.org/10.1007/BF00569678|72215; 72255; 72275; 76315; 77017; 77135; 78155; 79215|
|1975|Natural remanent magnetization studies of a layered breccia boulder from the lunar highland region|Banerjee, S. K. and Swits, G.|The moon|14 (3)||473-481||http://dx.doi.org/10.1007/bf00569677|72215; 72255; 72275|
|1975|Major and Trace-Element Chemistry of Boulder 1 at Station 2, Apollo 17|Blanchard, D. P., Haskin, L. A., Jacobs, J. W., Brannon, J. C., and Korotev, R. L.|The Moon|14 (3)||359-371||http://dx.doi.org/10.1007/bf00569670|72215; 72235; 72255; 72275|
|1975|Crystal chemistry of Pu and U and concordant fission track ages of lunar zircons and whitlockites|Braddy, D., Hutcheon, I. D., and Price, P. B.|Proceedings of the 6th Lunar Science Conference|||3581-3600 |||72215; 72255; 73215; 76535|
|1975|Rb-Sr ages of clasts from within Boulder 1, Station 2, Apollo 17|Compston, W., Foster, J. J., and Gray, C. M.|The Moon|14||445-462 |||72215; 72255; 72275|
|1975|Cosmic ray exposure history and compaction age of Boulder 1 from Station 2|Goswami, J. N. and Hutcheon, I. D.|Nature Geoscience|14||395-405 |||72215; 72255; 72275|
|1975|Ancient meteoritic component in Apollo 17 boulders|Higuchi, H. and Morgan, J. W.|Proceedings of the 6th Lunar Science Conference|||1625-1651 |||72215; 72235; 72255; 72275; 72415; 72417; 73215; 76015; 76215; 76235; 76295; 77135; 77215; 78235; 79215|
|1975|History of Boulder 1 at Station 2, Apollo 17 based on trace element interrelationships|Jovanovic, S. and Reed, G. W.|Nature Geoscience|14||385-393 |||72215; 72255; 72275; 72395; 72417; 73235; 73275; 76315; 77035|
|1975|Rare gas constraints on the history of Boulder 1, Station 2, Apollo 17|Leich, D. A., Kahl, S. B., Kirschbaum, A. R., Niemeyer, S., and Phinney, D.|Nature Geoscience|14||407-444 |||72215; 72255; 72275|
|1975|The Boulder|Marvin, U. B.|Nature Geoscience|14||315-326 |||72215; 72235; 72255; 72275|
|1975|Meteoritic material in a boulder from the Apollo 17 site: Implications for its origin|Morgan, J. W., Higuchi, H., and Anders, E.|Nature Geoscience|14||373-383 |||72215; 72235; 72255; 72275|
|1975|U-Th-Pb systematics of selected samples from Apollo 17, Boulder I, Station 2|Nunes, P. D. and Tatsumoto, M.|Nature Geoscience|14||463-471 |||72215; 72255; 72275|
|1975|Boulder 1, Station 2, Apollo 17: Petrology and petrogenesis|Ryder, G., Stoeser, D. B., Marvin, U. B., Bower, J. F., and Wood, J. A.|Nature Geoscience|14||327-357 |||72215; 72235; 72255; 72275|
|1975|Lunar granites with unique ternary feldspars|Ryder, G., Stoeser, D. B., Marvin, U. B., and Bower, J. F.|Proceedings of the 6th Lunar Science Conference|||435-449 |||72215; 72235; 72255; 72275|
|1975|Geological model for Boulder 1 at Station 2, South Massif, Valley of Taurus-Littrow|Schmitt, H. H.|Nature Geoscience|14||491-504 |||72215; 72235; 72255; 72275|
|1975|Origin of the Station 7 boulder: A note|Winzer, S. R., Nava, D. F., Schuhmann, S., Lum, R. K. L., and Philpotts, J. A.|Proceedings of the 6th Lunar Science Conference|||707-710 |||72215; 72255; 72275; 73215; 76015; 76315; 77075; 77115; 77135|
|1975|The nature and origin of Boulder 1, Station 2, Apollo 17|Wood, J. A.|Nature Geoscience|14||505-517 |||72215; 72235; 72255; 72275; 72435; 76055; 76315; 77135|
|1975|Chemical composition of Apollo 17 samples: Boulder breccias (2), rake breccias (8), and others|Laul, J. C. and Schmitt, R. A.|Proceedings of the 6th Lunar Science Conference|||489-491 |||72235; 72535; 77515; 77538; 77539; 77545; 78526; 78527; 78535; 78546; 78547; 78548; 78549|
|1975|Rare gas studies on Boulder 1, Station 2, Apollo 17 (abs)|Leich, D. A., Kahl, S. B., Kirschbaum, A. R., Niemeyer, S., and Phinney, D.|Proceedings of the 6th Lunar Science Conference|||501-503 |||72255; 72275|
|1975|Typical processes of exsolution, decomposition and inversion of pyroxenes and its bearing on thermal history of lunar rocks (abs)|Takeda, H. and Ishii, T.|Proceedings of the 6th Lunar Science Conference|||795-797 |||72255; 77135|
|1975|Heavy element affinities in Apollo 17 samples|Allen, R. O., Jovanovic, S., and Reed, G. W.|Earth and Planetary Science Letters|27||163-169||http://dx.doi.org/10.1016/0012-821X(75)90025-4|72275; 76315|
|1975|Genetic relations between the moon and meteorites|Clayton, R. N. and Mayeda, T. K.|Proceedings of the 6th Lunar Science Conference|||1761-1769 |||72275; 72417; 79155|
|1975|Chemical, mineralogical, and textural systematics of non-mare melt rocks: implications for lunar impact and volcanic processes|Irving, A. J.|Proceedings of the 6th Lunar Science Conference|||363-394 |||72275; 76055|
|1975|Spinel symplectites: High pressure solid-state reaction or late-stage magmatic crystallization? (abs)|Albee, A. L., Dymek, R. F., and DePaolo, D. J.|Proceedings of the 6th Lunar Science Conference|||1-3 |||72415; 76535|
|1975|Cataclastic plutonites: possible keys to the evolutionary history of the early Moon (abs)|Bell, P. M. and Mao, H. K.|Proceedings of the 6th Lunar Science Conference|||34-35 |||72415|
|1975|Comparative petrology of lunar cumulate rocks of possible primary origin: Dunite 72415, troctolite 76535, norite 78235, and anorthosite 62237|Dymek, R. F., Albee, A. L., and Chodos, A. A.|Proceedings of the 6th Lunar Science Conference|||301-341 |||72415; 72417; 72435; 76535; 78235|
|1975|Shock-induced deformation features in terrestrial peridot and lunar dunite|Snee, L. W. and Ahrens, T. J.|Proceedings of the 6th Lunar Science Conference|||833-842 |||72415|
|1975|Dunite 72417: A chemical study and interpretation|Laul, J. C. and Schmitt, R. A.|Proceedings of the 6th Lunar Science Conference|||1231-1254 |||72417|
|1975|A Rb-Sr study of Apollo 17 boulder 3: Dunite clast, microclasts, and matrix (abs)|Papanastassiou, D. A. and Wasserburg, G. J.|Proceedings of the 6th Lunar Science Conference|||631-633 |||72417; 72435|
|1975|Rb-Sr study of a lunar dunite and evidence for early lunar differentiates|Papanastassiou, D. A. and Wasserburg, G. J.|Proceedings of the 6th Lunar Science Conference|||1467-1489 |||72417; 72435|
|1975|Chemical and petrologic relations among highland rock types (abs)|Bence, A. E., Taylor, S. R., Muir, P. M., Nance, W. B., Rudowski, R., and Ware, N.|Proceedings of the 6th Lunar Science Conference|||36-38 |||73215|
|1975|Chemical studies of the lunar regolith with emphasis on zirconium and hafnium|Ehmann, W. D., Chyi, L. L., Garg, A. N., Hawke, B. R., Ma, M.-S., Miller, M. D., James, W. D., and Pacer, R. A.|Proceedings of the 6th Lunar Science Conference|||1351-1361 |||73215; 77035|
|1975|The provenance of metal in anorthositic rocks|Hewins, R. H. and Goldstein, J. I.|Proceedings of the 6th Lunar Science Conference|||343-362 |||73215; 73235; 76535; 77017; 77135; 78155; 78235; 78238|
|1975|Petrography of the matrix of light gray (consortium) breccia 73215 (abs)|James, O. B.|Proceedings of the 6th Lunar Science Conference|||438-440 |||73215|
|1975|Consortium studies of light gray breccias 73215|James, O. B., Brecher, A., Blanchard, D. P., Jacobs, J. W., Brannon, J. C., Korotev, R. L., Haskin, L. A., Higuchi, H., Morgan, J. W., Anders, E., Silver, L. T., Marti, K., Braddy, D., Hutcheon, I. D., Kirsten, T., Kerridge, J. F., Kaplan, I. R., Pillinge|Proceedings of the 6th Lunar Science Conference|||547-577 |||73215|
|1975|Consortium studies of matrix of light gray breccia 73215 (abs)|James, O. B., Marti, K., Braddy, D., Hutcheon, I. D., Brecher, A., Silver, L. T., Blanchard, D. P., Jacobs, J. W., Brannon, J. C., Korotev, R. L., and Haskin, L. A.|Proceedings of the 6th Lunar Science Conference|||435-437 |||73215|
|1975|Consortium studies of matrix of light gray breccia 73215|Kaplan, I. R., Pillinger, C. T., and Gardiner, L. R.|Proceedings of the 6th Lunar Science Conference|||547-577 |||73215|
|1975|Closed system partial melting of a K-rich highlands rock (abs)|Crawford, M. L.|Proceedings of the 6th Lunar Science Conference|||164-166 |||73217|
|1975|Magma genesis by in situ melting within the lunar crust|Crawford, M. L.|Proceedings of the 6th Lunar Science Conference|||249-261 |||73217|
|1975|The history of lunar bombardment inferred from 40Ar-39Ar dating of highland rocks|Turner, G. and Cadogan, P. H.|Proceedings of the 6th Lunar Science Conference|||1509-1538 |||73235; 73275; 75035; 76315; 77135; 78155|
|1975|Superparamagnetic clusters of Fe2+ spins in lunar olivine: Dissolution by high temperature annealing|Huffman, G. P. and Dunmyre, G. R.|Proceedings of the 6th Lunar Science Conference|||757-772 |||73275; 77135|
|1975|Basic magnetic properties of Apollo 17 basaltic and anorthositic lunar materials (abs)|Nagata, T., Fisher, R. M., Schwerer, F. C., Fuller, M. D., and Dunn, J. R.|Proceedings of the 6th Lunar Science Conference|||584-586 |||73275; 74275; 76315; 77135; 78155|
|1975|Agglutinate; role in element and isotopic chemistry and inferences regarding volatile-rich 66095 and glass 74220|Allen, R. O., Jovanovic, S., and Reed, G. W.|Proceedings of the 6th Lunar Science Conference|||2271-2279 |||74220|
|1975|81Kr-Kr exposure ages of some Apollo 14, Apollo 16 and Apollo 17 rocks (abs)|Eberhardt, P., Eugster, O., Geiss, J., Graf, H., Grˆgler, N., Morgeli, M., and Stettler, A.|Proceedings of the 6th Lunar Science Conference|||233-235 |||74235; 74255; 74275; 77135|
|1975|Rare gases in Apollo 17 soils with emphasis on analysis of size and mineral fractions of soil 74241|Hubner, W., Kirsten, T., and Kiko, J.|Proceedings of the 6th Lunar Science Conference|||2009-2026 |||74241|
|1975|Trace element characteristics of the mare basalt source region: Implications of the cumulate versus primitive source model|Taylor, S. R. and Bence, A. E.|LPI Contributions|234||159|||74275|
|1975|A model for the evolution of opaques in mare lavas|Haselton, J. D. and Nash, W. P.|Proceedings of the 6th Lunar Science Conference|||747-755 |||75035|
|1975|Diffuse scattering by domains in lunar and terrestrial plagioclases (abs)|Jagodzinski, H. and Korekawa, M.|Proceedings of the 6th Lunar Science Conference|||429-431 |||75035|
|1975|X-ray diffraction and electron microscope studies of clinopyroxenes from lunar basalts 75035 and 75075|Jagodzinski, H., Korekawa, M., Muller, W. F., and Schropfer, L.|Proceedings of the 6th Lunar Science Conference|||773-778 |||75035; 75075|
|1975|X-ray study of clinopyroxenes of lunar basalts 75035 and 75075 (abs)|Jagodzinski, H., Korekawa, M., Muller, W. F., and Schropfer, L.|Proceedings of the 6th Lunar Science Conference|||432-434 |||75035; 75075|
|1975|Characterization of microcracks in lunar igneous rocks (abs)|Richter, D., Siegfried, R., and Simmons, G.|Proceedings of the 6th Lunar Science Conference|||741-743 |||75055|
|1975|The evolution and history of mare basalts as inferred from U-Th-Pb systematics (abs)|Tera, F. and Wasserburg, G. J.|Proceedings of the 6th Lunar Science Conference|||807-809 |||75055|
|1975|39Ar40Ar dating of lunar rocks: Effects of grain size and neutron irradiation|Horn, P., Jessberger, E. K., Kirsten, T., and Richter, H.|Proceedings of the 6th Lunar Science Conference|||1563-1591 |||75075|
|1975|39Ar-40Ar dating of lunar rocks: A methodical investigation of mare basalt 75075 (abs)|Jessberger, E. K., Horn, P., and Kirsten, T.|Proceedings of the 6th Lunar Science Conference|||441-443 |||75075|
|1975|Sm-Nd age and history of Apollo 17 basalt 75075: Evidence for early differentiation of the lunar interior|Lugmair, G. W., Scheinin, N. B., and Marti, K.|Proceedings of the 6th Lunar Science Conference|||1419-1429 |||75075|
|1975|Sm-Nd age of Apollo 17 basalt 75075: Two-stage igneous processes (abs)|Lugmair, G. W., Scheinin, N. B., and Marti, K.|Proceedings of the 6th Lunar Science Conference|||531-533 |||75075|
|1975|Morphology and composition of chalcopyrite, chromite, Cu, Ni-Fe, pentandite, and troilite in vugs of 76015 and 76215|Carter, J. L., Clanton, U. S., Fuhrman, R., Laughton, R. B., McKay, D. S., and Usselman, T. M.|Proceedings of the 6th Lunar Science Conference|||719-728 |||76015; 76215|
|1975|Studies of solar flares and impact craters in partially protected crystals|Morrison, D. A. and Zinner, E.|Proceedings of the 6th Lunar Science Conference|||3373-3390 |||76015; 76215|
|1975|Thermal regimes in impact melts and the petrology of the Apollo 17 Station 6 boulder|Simonds, C. H.|Proceedings of the 6th Lunar Science Conference|||641-672 |||76015; 76215; 76235; 76255; 76275; 76295; 76315|
|1975|Thermal regimes in crater debris as deduced from the petrology of the Apollo 17 Station 6 boulder and rake samples (abs)|Simonds, C. H., Phinney, W. C., Warner, J. L., and Heiken, G. H.|Proceedings of the 6th Lunar Science Conference|||747-749 |||76015; 76215; 76275; 76295; 76315; 76505; 76545; 76548; 76565; 76567|
|1975|Hydrogen, carbon and Teflon on the surfaces of lunar samples (abs)|Goldberg, R. H., Burnett, D. S., Tombrello, T. A., and Weller, R. A.|Proceedings of the 6th Lunar Science Conference|||299-301 |||76215|
|1975|Fluorine surface films on lunar samples: Evidence for both lunar and terrestrial origins|Goldberg, R. H., Burnett, D. S., and Tombrello, T. A.|Proceedings of the 6th Lunar Science Conference|||2189-2200 |||76215|
|1975|76535: An old lunar rock|Bogard, D. D., Nyquist, L. E., Bansal, B. M., Wiesmann, H., and Shih, C.-Y.|Earth and Planetary Science Letters|26 (1)||69-80||http://dx.doi.org/10.1016/0012-821X(75)90178-8|76535|
|1975|Comparison of silicate and metal geothermometers for lunar rocks (abs)|Goldstein, J. I. and Hewins, R. H.|Proceedings of the 6th Lunar Science Conference|||356-358 |||76535|
|1975|Geochemistry of opaque oxides in troctolites and basalts from Taurus Littrow (abs)|Haggerty, S. E.|Proceedings of the 6th Lunar Science Conference|||321-323 |||76535; 79215|
|1975|Lead-lead and trace element abundances in lunar troctolite, 76535 (abs)|Hinthorne, J. R., Conrad, R. L., and Andersen, C. A.|Proceedings of the 6th Lunar Science Conference|||373-375 |||76535|
|1975|Trapped 40Ar in troctolite 76535 and evidence for enhanced 40Ar-39Ar age plateaus (abs)|Huneke, J. C. and Wasserburg, G. J.|Proceedings of the 6th Lunar Science Conference|||417-419 |||76535|
|1975|Lunar evolution: The first 600 million years|Husain, L. and Schaeffer, O. A.|Geophysical Research Letters|2||29-32 |||76535|
|1975|Intracrystalline cation order in a lunar crustal troctolite|Smyth, J. R.|Proceedings of the 6th Lunar Science Conference|||821-832 |||76535|
|1975|Petrologic evidence for a plutonic igneous origin of anorthositic norite clasts in 67955 and 77017|Ashwal, L. D.|Proceedings of the 6th Lunar Science Conference|||221-230 |||77017|
|1975|The effects of heating and subsolidus reduction on lunar materials: An analysis by magnetic methods, optical, Mossbauer, and X-ray diffraction spectroscopy|Brecher, A., Menke, W. H., Adams, J. B., and Gaffey, M. J.|Proceedings of the 6th Lunar Science Conference|||3091-3109 |||77017; 77135|
|1975|U-Th-Pb systematics of anorthositic gabbros 78155 and 77017- implications for early lunar evolution|Nunes, P. D., Tatsumoto, M., and Unruh, D. M.|Proceedings of the 6th Lunar Science Conference|||1431-1444 |||77017; 78155|
|1975|The petrogenesis of 77115 and its xenocrysts: Description and preliminary interpretation|Chao, E. C. T., Minkin, J. A., Thompson, C. L., and Heubner, J. S.|Proceedings of the 6th Lunar Science Conference|||493-515 |||77075; 77115; 77135; 77215|
|1975|Age sequence in the Apollo 17 Station 7 boulder (abs)|Stettler, A., Eberhardt, P., Geiss, J., Grogler, N., and Guggisberg, S.|Proceedings of the 6th Lunar Science Conference|||771-773 |||77115; 77135|
|1975|Cooling history and significance of exsolved pyroxene in lunar noritic breccia 77215 (abs)|Huebner, J. S., Ross, M., and Hickling, N. L.|Proceedings of the 6th Lunar Science Conference|||408-410 |||77215|
|1975|Significance of exsolved pyroxenes from lunar breccia 77215|Huebner, J. S., Ross, M., and Hickling, N. L.|Proceedings of the 6th Lunar Science Conference|||529-546 |||77215|
|1975|Structure and petrology of a cumulus norite boulder sampled by Apollo 17 in Taurus-Littrow valley, the Moon|Jackson, E. D., Sutton, R. L., and Wilshire, H. G.|Geological Society of America Bulletin|86||433-442 |||78235; 78236; 78238; 78255|
|1975|Petrology of noritic cumulates and a partial melting model for the genesis of Fra Mauro basalts|McCallum, I. S. and Mathez, E. A.|Proceedings of the 6th Lunar Science Conference|||395-414 |||78235; 78238|
|1975|Petrology of noritic cumulates: Samples 78235 and 78238 (abs)|McCallum, I. S., Okamura, F. P., Mathez, E. A., and Ghose, S.|Proceedings of the 6th Lunar Science Conference|||534-536 |||78235; 78238|
|1975|Shock-induced subsolidus reduction-decomposition of orthopyroxene and shock-induced melting of norite 78235|Sclar, C. B. and Bauer, J. F.|Proceedings of the 6th Lunar Science Conference|||799-820 |||78235|
|1975|Mineralogy of lunar norite 78235: Second lunar occurrence of P21ca pyroxenes from Apollo 17 soils|Steele, I. M.|American Mineralogist|||1086-1091 http://www.minsocam.org/ammin/AM60/AM60_1086.pdf|||78235|
|1975|Large ion lithophile trace element abundances in phases from 78235,34, a lunar norite cumulate (abs)|Winzer, S. R., Lum, R. K. L., Schuhmann, S., and Philpotts, J. A.|Proceedings of the 6th Lunar Science Conference|||872-873 |||78235|
|1975|Origin of 78235, a lunar norite cumulate|Winzer, S. R., Nava, D. F., Lum, R. K. L., Schuhmann, S., Schuhmann, P., and Philpotts, J. A.|Proceedings of the 6th Lunar Science Conference|||1219-1229 |||78235|
|1975|A comparison of noble gases in lunar fines and soil breccias: Implications for the origin of soil breccias|Hintenberger, H., Schultz, L., and Weber, H. W.|Proceedings of the 6th Lunar Science Conference|||2261-2270 |||79035; 79135|
|1975|Rare gases in ilmenite and bulk samples of Apollo 17 soils and breccias (abs)|Hintenberger, H., Schultz, L., and Weber, H. W.|Proceedings of the 6th Lunar Science Conference|||370-372 |||79035; 79135|
1975LPSC....6.1491N|1975|Pb loss from Apollo 17 glassy samples and Apollo 16 revisited.|Nunes, P. D.|Lunar and Planetary Science Conference Proceedings|2||1491|||70019; 72701|
1975LPSC....6..693U|1975|The formation of lunar breccias: sintering and crystallization kinetics.|Uhlmann, D. R., Klein, L., Onorato, P. I. K., Hopper, R. W.|Lunar and Planetary Science Conference Proceedings|1||693|||70019|
1975Moon...14..291A|1975|Compaction by Impact of Unconsolidated Lunar Fines|Ahrens, Thomas J.|Moon|14|2|291||http://dx.doi.org/10.1007/BF00565328|70051|
1975LPSC....6..921K|1975|Mare basalts: melting experiments and petrogenetic interpretations.|Kesson, S. E.|Lunar and Planetary Science Conference Proceedings|1||921|||70215|
1975Moon...14..473B|1975|Natural Remanent Magnetization Studies of a Layered Breccia Boulder from the Lunar Highland Region|Banerjee, S. K., Swits, G.|Moon|14|3-4|473||http://dx.doi.org/10.1007/BF00569677|72215; 72255; 72275|
1975Moon...14..385J|1975|History of Boulder 1 at Station 2, Apollo 17 Based on Trace Element Interrelationships|Jovanovic, Stanka, Reed, George W., Jr.|Moon|14|3-4|385||http://dx.doi.org/10.1007/BF00569672|72215; 72255; 72275; 72395; 76315|
1975Moon...14..407L|1975|Rare Gas Constraints on the History of Boulder 1, Station 2, Apollo 17|Leich, D. A., Kahl, S. B., Kirschbaum, A. R., Niemeyer, S., Phinney, D.|Moon|14|3-4|407||http://dx.doi.org/10.1007/BF00569674|72215; 72255; 72275|
1975Moon...14..463N|1975|U-Th-Pb systematics of selected samples from Apollo 17, Boulder 1, Station 2|Nunes, P. D., Tatsumoto, M.|Moon|14|3-4|463||http://dx.doi.org/10.1007/BF00569676|72215; 72255; 72275|
1975Moon...14..445C|1975|Rb-Sr Ages of Clasts from Within Boulder 1, Station 2, Apollo 17|Compston, W., Foster, J. J., Gray, C. M.|Moon|14|3-4|445||http://dx.doi.org/10.1007/BF00569675|72215; 72255; 72275|
1975Moon...14..395G|1975|Cosmic Ray Exposure History and Compaction Age of Boulder 1 from Station 2|Goswami, J. N., Hutcheon, I. D.|Moon|14|3-4|395||http://dx.doi.org/10.1007/BF00569673|72255|
1975LPSC....6..833S|1975|Shock-induced deformation features in terrestrial peridot and lunar dunite.|Snee, L. W., Ahrens, T. J.|Lunar and Planetary Science Conference Proceedings|1||833|||72415|
1975LPSC....6.1231L|1975|Dunite 72417: a chemical study and interpretation.|Laul, J. C., Schmitt, R. A.|Lunar and Planetary Science Conference Proceedings|2||1231|||72417; 72435|
1975E&PSL..24..345F|1975|Effects of vertical stress, temperature and density on the dielectric properties of lunar samples 72441,12, 15301,38 and a terrestrial basalt|Frisillo, A. L., Olhoeft, G. R., Strangway, D. W.|Earth and Planetary Science Letters|24|3|345||http://dx.doi.org/10.1016/0012-821X(75)90140-5|72441|
1975LPSC....6..707W|1975|Origin of the Station 7 boulder: a note.|Winzer, S. R., Nava, D. F., Schuhmann, S., Lum, R. K. L., Philpotts, J. A.|Lunar and Planetary Science Conference Proceedings|1||707|||73215; 77215|
1975LPSC....6..547J|1975|Consortium studies of matrix of light gray breccia 73215.|James, O. B., Brecher, A., Blanchard, D. P., Jacobs, J. W., Brannon, J. C., Korotev, R. L., Haskin, L. A., Higuchi, H., Morgan, J. W., Anders, E., Silver, L. T., Marti, K., Braddy, D., Hutcheon, I. D., Kirsten, T., Kerridge, J. F., Kaplan, I. R., Pillinger, C. T., Gardiner, L. R.|Lunar and Planetary Science Conference Proceedings|1||547|||73215|
1975LPSC....6..249C|1975|Magma genesis by in situ melting within the lunar crust.|Crawford, M. L.|Lunar and Planetary Science Conference Proceedings|1||249|||73217|
1975LPSC....6.1593P|1975|<SUP>40</SUP>Ar-<SUP>39</SUP>Ar dating of Apollo 16 and 17 rocks.|Phinney, D., Kahl, S. B., Reynolds, J. H.|Lunar and Planetary Science Conference Proceedings|2||1593|||73235; 77017|
1975LPSC....6.1509T|1975|The history of lunar bombardment inferred from <SUP>40</SUP>Ar-<SUP>39</SUP>Ar dating of highland rocks.|Turner, G., Cadogan, P. H.|Lunar and Planetary Science Conference Proceedings|2||1509|||75035|
1975LPSC....6..773J|1975|X-ray diffraction and electron microscope studies of clinopyroxenes from lunar basalts 75935 and 75075.|Jagodzinski, H., Korekawa, M., M√ºller, W. F., Schr√∂pfer, L.|Lunar and Planetary Science Conference Proceedings|1||773|||75035; 75075|
1975LPSC....6.1563H|1975|<SUP>39</SUP>Ar-<SUP>40</SUP>Ar dating of lunar rocks: effects of grain size and neutron irradiation.|Horn, P., Jessberger, E. K., Kirsten, T., Richter, H.|Lunar and Planetary Science Conference Proceedings|2||1563|||75075|
1975LPSC....6..719C|1975|Morphology and composition of chalcopyrite, chromite, Cu, Ni-Fe, pentlandite, and troilite in vugs of 76015 and 76215.|Carter, J. L., Clanton, U. S., Fuhrman, R., Laughon, R. B., McKay, D. S., Usselman, T. M.|Lunar and Planetary Science Conference Proceedings|1||719|||76015; 76215|
1975LPSC....6..821S|1975|Intracrystalline cation order in a lunar crustal troctolite.|Smyth, J. R.|Lunar and Planetary Science Conference Proceedings|1||821|||76535|
1975LPSC....6..221A|1975|Petrologic evidence for a plutonic igneous origin of anorthositic norite clasts in 67955 and 77017.|Ashwal, L. D.|Lunar and Planetary Science Conference Proceedings|1||221|||77017|
1975LPSC....6..343H|1975|The provenance of metal in anorthositic rocks.|Hewins, R. H., Goldstein, J. I.|Lunar and Planetary Science Conference Proceedings|1||343|||77017; 78238|
1975LPSC....6..493C|1975|The petrogenesis of 77115 and its xenocrysts: description and preliminary interpretation.|Chao, E. C. T., Minkin, J. A., Thompson, C. L., Huebner, J. S.|Lunar and Planetary Science Conference Proceedings|1||493|||77115|
1975LPSC....6..529H|1975|Significance of exsolved pyroxenes from lunar breccia 77215.|Huebner, J. S., Ross, M., Hickling, N.|Lunar and Planetary Science Conference Proceedings|1||529|||77215|
1975LPSC....6.1219W|1975|Origin of 78235, a lunar norite cumulate.|Winzer, S. R., Nava, D. F., Lum, R. K. L., Schuhmann, S., Schuhmann, P., Philpotts, J. A.|Lunar and Planetary Science Conference Proceedings|2||1219|||78235|
1975LPSC....6..799S|1975|Shock-induced subsolidus reduction-decomposition of orthopyroxene and shock-induced melting in norite 78235.|Sclar, C. B., Bauer, J. F.|Lunar and Planetary Science Conference Proceedings|1||799|||78235|
1975AmMin..60.1086S|1975|Mineralogy of lunar norite 78235; second lunar occurrence of P2<SUB>1</SUB>ca pyroxene from Apollo 17 soils.|Steele, I. M.|American Mineralogist|60||1086|||78235|
|1974|Inferences from comparative magnetic studies of some Apollo 17 basalts, breccias and soils (abs)|Brecher, A.|Proceedings of the 5th Lunar Science Conference|||83-85 |||70017; 71055; 72275; 74275; 77017; 77135|
|1974|Comparative magnetic studies of some Apollo 17 rocks and soils and their implications|Brecher, A., Menke, W. H., and Morash, K. R.|Proceedings of the 5th Lunar Science Conference|||2795-2814 |||70017; 72275; 74275; 77017; 77135|
|1974|Mineral-chemical properties of Apollo 17 mare basalts and terra fragments (abs)|Brown, G. M., Peckett, A., Emeleus, C. H., and Phillips, R.|Proceedings of the 5th Lunar Science Conference|||89-91 |||70017; 70035; 70215; 71055; 73235; 74275; 75035; 76535; 77017|
|1974|Elemental composition of Apollo 17 fines and rocks|Brunfelt, A. O., Heier, K. S., Nilssen, B., Steinnes, E., and Sundvoll, B.|Proceedings of the 5th Lunar Science Conference|||981-990 |||70017; 70215; 71055; 73235; 74275; 75035|
|1974|Trace element evidence for a two-stage origin of some titaniferous mare basalts|Duncan, A. R., Erlank, A. J., Willis, J. P., Sher, M. K., and Ahrens, L. H.|Proceedings of the 5th Lunar Science Conference|||1147-1157 |||70017; 70215; 73235; 74275|
|1974|Compositional studies of the lunar regolith at the Apollo 17 site (abs)|Ehmann, W. D., Miller, M. D., Ma, M.-S., and Pacer, R. A.|Proceedings of the 5th Lunar Science Conference|||203-205 |||70017; 73235; 74275|
|1974|Taurus-Littrow TiO2-rich basalts: Opaque mineralogy and geochemistry|El Goresy, A., Ramdohr, P., Medenbach, O., and Bernhardt, H.-J.|Proceedings of the 5th Lunar Science Conference|||627-652 |||70017; 70035; 70135; 70215; 74275; 75055; 79155|
|1974|Apollo 17 petrology and experimental determination of differentiation sequences in model Moon compositions|Hodges, F. N. and Kushiro, I.|Proceedings of the 5th Lunar Science Conference|||505-520 |||70017; 73235; 74275|
|1974|Iron distributions and metallic-ferrous ratios for Apollo lunar samples: Mossbauer and magnetic analyses|Huffman, G. P., Schwerer, F. C., Fisher, R. M., and Nagata, T.|Proceedings of the 5th Lunar Science Conference|||2779-2794 |||70017; 70215; 73275; 76315; 77017; 77135|
|1974|The petrology of the Apollo 17 mare basalts|Longhi, J., Walker, D., Grove, T. L., Stolper, E. M., and Hays, J. F.|Proceedings of the 5th Lunar Science Conference|||447-469 |||70017; 70215; 71569; 75035|
